기준년코드,기준분기코드,상권구분코드,상권구분코드명,상권코드,상권코드명,서비스업종코드,서비스업종코드명,당월매출금액,당월매출건수,주중매출비율,주말매출비율,월요일매출비율,화요일매출비율,수요일매출비율,목요일매출비율,금요일매출비율,토요일매출비율,일요일매출비율,시간대00~06매출비율,시간대06~11매출비율,시간대11~14매출비율,시간대14~17매출비율,시간대17~21매출비율,시간대21~24매출비율,남성매출비율,여성매출비율,연령대10매출비율,연령대20매출비율,연령대30매출비율,연령대40매출비율,연령대50매출비율,연령대60이상매출비율,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대건수~06매출건수,시간대건수~11매출건수,시간대건수~14매출건수,시간대건수~17매출건수,시간대건수~21매출건수,시간대건수~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,점포수
2015,1,A,골목상권,1000536,오목로23길,CS100010,커피-음료,1893406,68,72,28,20,15,16,14,8,9,19,0,0,20,41,27,12,97,4,0,2,7,20,41,30,1264611,628795,356326,192407,298103,313331,104444,150020,478775,0,0,323739,671521,618046,280100,1792377,44060,0,28485,106952,411290,658817,630894,48,20,15,10,8,10,5,6,14,0,0,12,29,20,7,65,2,0,1,5,14,25,22,0
2015,1,R,전통시장,1001416,공항시장,CS100010,커피-음료,13924027,1769,80,20,15,17,14,17,17,20,0,0,0,30,23,36,11,42,59,0,40,30,21,8,1,11394414,2529613,2244847,2219535,2073576,2269277,2587179,2529613,0,0,0,4314275,3123266,4781949,1704537,5502970,6733423,9090,4115364,3948242,2927371,1057361,178967,1417,352,261,294,253,309,300,352,0,0,0,530,407,638,194,669,953,1,658,483,332,128,18,1
2015,1,D,발달상권,1001041,서울 강남구 수서역,CS100010,커피-음료,2009069302,240165,81,19,17,18,15,15,16,11,8,0,18,32,23,22,6,44,56,1,31,40,18,7,3,1621009813,388059489,320393501,346845611,302662113,304750730,346357858,226916614,161142875,374266,284206480,678564726,465502561,459061885,121359384,708214973,879234148,13184603,441326834,637958751,304862127,141049404,49067410,194020,46145,39774,41524,36276,36714,39732,26325,19820,42,43095,74940,55820,52919,13349,88139,114325,2177,62319,80663,36011,15097,6199,22
2015,1,A,골목상권,1000566,강서로8길,CS100010,커피-음료,198374569,26962,65,35,13,14,13,13,14,17,18,3,9,23,25,26,14,42,58,2,35,33,20,9,2,128118143,70256426,22913788,25097250,24480346,28524646,27102113,35827216,34429210,14763206,16489918,37887817,39724942,51000722,38507964,84670522,104588730,3708552,74686920,58780751,32121927,16652087,3309016,17585,9377,3272,3601,3305,3616,3791,4825,4552,1663,2460,5129,5842,7142,4726,11372,14554,516,10431,8165,4104,2239,469,4
2015,1,D,발달상권,1001108,학동역,CS100010,커피-음료,171723365,21242,86,14,18,18,17,17,17,9,6,0,13,36,25,22,5,47,53,1,34,38,18,7,3,144697298,27026067,30460596,29840475,27191129,27918572,29286526,15898850,11127217,0,17350901,62569600,43699789,38499801,9603274,65021842,65461301,1151972,41006979,50695739,23942054,9580039,4106365,17932,3310,3762,3683,3502,3474,3511,1991,1319,0,2660,7329,5360,4821,1072,8214,9097,179,6033,6496,2916,1181,500,6
2015,1,A,골목상권,1000950,백제고분로42길,CS100010,커피-음료,12338496,1772,74,26,16,16,14,12,16,16,10,0,5,28,30,30,7,38,62,0,34,32,24,6,3,9429117,2909379,1682556,1637669,2272306,1527086,2309500,1828004,1081375,0,554157,4129982,3383562,3523150,747645,5063224,7009625,32847,3264837,3598369,4274840,648571,253386,1316,456,281,294,257,209,275,287,169,0,91,504,534,531,112,672,1069,6,596,561,435,96,48,6
2015,1,R,전통시장,1001487,천호시장,CS100010,커피-음료,21096710,2978,71,30,13,15,12,15,15,18,12,0,8,23,27,30,12,40,60,1,35,34,16,12,2,15078974,6017736,2833072,3182309,2433116,3141613,3488864,3420952,2596784,0,2118454,5167963,5345481,6081550,2383262,8149605,11194564,93305,6065428,7111350,3195973,2391014,487107,2100,878,402,458,348,446,446,518,360,0,311,702,754,878,333,1210,1602,20,954,965,451,361,60,2
2015,1,A,골목상권,1000997,올림픽로80길,CS100010,커피-음료,10255474,191,87,13,0,24,8,14,41,7,7,0,0,15,23,32,31,100,0,0,24,0,7,37,32,8263279,1992195,0,623644,866171,796878,5976586,259852,1732343,0,0,1489816,6063202,883496,1818960,10255474,0,0,5197031,0,1385875,3031601,640967,157,34,0,34,17,36,70,17,17,0,0,34,34,52,71,191,0,0,34,0,17,71,69,1
2015,1,R,전통시장,1001490,길동복조리시장,CS100010,커피-음료,131295106,28081,65,35,13,13,14,11,15,15,19,0,7,25,32,32,4,42,59,3,41,28,17,8,2,84060785,47234321,15705929,15812711,21912409,12632380,17997356,23792116,23442205,0,2937237,31053939,45997673,49091265,2214992,50492353,77968578,3817181,55553153,31742777,25600494,8551714,3195611,18007,10074,3577,3153,4944,2869,3464,4571,5503,0,613,5853,10090,11204,321,10002,17654,1184,12098,6676,5191,1688,818,2
2015,1,D,발달상권,1001185,서울 서대문구 신촌역,CS100010,커피-음료,7502165636,891713,65,35,13,13,12,13,14,20,15,2,3,15,25,37,18,40,60,3,67,15,7,7,1,4844832502,2657333134,949571519,961576509,881574617,945534266,1106575591,1502052658,1155280476,256133250,252080214,1101482330,1825984687,2842804617,1223680538,2849639871,4412971806,268480736,4823309884,1132925356,512065677,458038080,67791966,590168,301545,118485,117434,109012,114015,131222,168438,133107,21629,41545,149654,227803,325428,125654,335000,543993,32565,601243,128462,53980,54029,8728,94
2015,1,R,전통시장,1001430,영등포전통시장,CS100010,커피-음료,4162118266,464135,64,36,11,14,12,12,15,20,16,1,7,20,28,34,11,42,59,2,43,26,14,10,5,2382628924,1779489342,408132844,452053068,428027269,507457449,586958294,959993334,819496008,69200921,167016088,734785560,1197690778,1501222963,492201956,1442700820,2452749729,75479151,1776457651,1213344893,486175783,250846126,93137797,273283,190852,47972,52399,49737,56641,66534,102416,88436,8393,26916,79124,133089,164315,52298,159475,283474,9953,218062,130095,50804,26264,7770,55
2015,1,D,발달상권,1001144,국회의사당역_2,CS100010,커피-음료,2799966476,303943,89,11,18,19,17,17,19,4,7,1,23,41,19,13,3,52,49,0,27,41,22,8,2,2504197358,295769118,492801635,537803680,434477045,455979600,583135398,106575490,189193628,27972575,421108199,1284911205,564884799,403038800,98050898,1047312745,891286494,2728557,459872746,812061406,456529998,155183072,52223465,273403,30540,55755,58491,50326,52395,56436,11516,19024,1737,68457,129299,59007,38506,6937,125765,122329,467,67941,103259,53694,18053,4688,51
2015,1,A,골목상권,1000560,강서로45다길,CS100010,커피-음료,45685572,5664,58,42,12,11,10,11,14,24,19,0,3,20,30,39,9,46,54,5,34,27,18,12,5,25030223,20655349,4496266,4493518,5850828,5324681,4864930,8748542,11906807,20791,1197743,9538635,15857647,15317961,3752795,18859588,26632184,1216254,17170373,14780507,8852270,2949487,522883,3461,2203,718,718,610,694,721,1001,1202,2,221,1204,1824,1885,528,2272,3378,226,2407,1444,1081,427,67,3
2015,1,A,골목상권,1000656,금하로14길,CS100010,커피-음료,28957950,426,74,26,28,10,14,13,9,20,6,0,6,6,16,48,24,70,30,0,6,13,36,31,14,16895856,12062094,2986257,170459,6834601,3851204,3053335,10279209,1782885,0,1522123,690898,209642,18739229,7796058,23265679,4671051,0,2081949,4843732,1970180,16550241,2490627,269,157,70,15,85,62,37,124,33,0,21,23,25,234,123,314,101,0,28,87,71,196,33,2
2015,1,R,전통시장,1001276,평화시장,CS100010,커피-음료,1061325099,122416,58,42,10,12,10,11,16,25,17,6,2,15,28,30,20,33,67,2,38,37,15,6,2,620337451,440987648,107150433,122050742,106113178,118531181,166491917,265662676,175324972,62275049,18422260,168730590,296253672,308407168,207236360,316812315,629586824,12655200,346174479,356861612,154420523,59312810,16974513,71345,51071,12451,14080,12250,13616,18948,30569,20502,6848,2915,18883,33734,36183,23853,36469,75129,1764,43084,40706,17094,7076,1876,17
2015,1,A,골목상권,1000679,시흥대로63길,CS100010,커피-음료,245309106,33011,81,19,16,17,16,16,17,11,7,0,15,33,20,26,6,42,58,2,37,43,12,5,1,228348869,16960237,44407743,49306663,41531782,45359591,47743090,11708417,5251820,0,76403429,90744787,43712743,28884991,5563156,84312515,104320043,2204488,81165961,81615261,17905928,4723540,1017379,31389,1622,6405,6819,5959,5873,6333,1147,475,0,13708,11833,4954,2082,434,12204,18387,327,13539,13548,2369,694,115,11
2015,1,A,골목상권,1000051,녹사평대로26길,CS100010,커피-음료,292266290,27178,64,36,13,11,9,11,20,21,15,11,5,19,26,28,12,54,46,1,34,31,23,7,4,172957775,119308515,32578209,34657724,27733860,26794881,51193101,70722030,48586485,11064289,4566982,58618528,88253018,90967886,38795587,113715950,156039155,2227860,93939487,90116688,53628826,22179829,7662422,15843,11335,3082,3454,2550,2720,4037,6780,4555,239,718,5609,9935,9145,1532,10582,14946,296,10426,7871,4358,2029,550,9
2015,1,A,골목상권,1000103,상원12길,CS100010,커피-음료,14929203,1695,94,6,10,24,20,20,21,6,0,0,9,52,23,14,3,38,62,0,22,41,32,4,1,14251654,677549,1560594,3443560,2248150,3099954,3899396,677549,0,0,1085958,7092506,2600762,2334780,1815197,4880895,7499607,6783,1826604,5536083,4487766,473087,50179,1582,113,206,389,322,324,341,113,0,0,176,864,389,230,36,591,924,2,323,625,484,69,9,4
2015,1,A,골목상권,1000148,뚝섬로58길,CS100010,커피-음료,86826641,12115,67,33,11,17,13,12,15,19,14,0,5,27,25,33,11,47,54,2,23,32,28,11,3,56697690,30128951,6588188,13900989,10913377,11422594,13872542,13883209,16245742,0,1553552,12478853,18174916,36908440,17710880,41249677,44593113,2186549,22139112,30040094,22581418,7010047,1885573,7903,4212,1000,1912,1555,1531,1905,2024,2188,0,244,1721,2514,5073,2563,5735,6258,350,3217,4241,2971,937,282,5
2015,1,A,골목상권,1000259,용마산로94길,CS100010,커피-음료,127114833,19881,77,23,17,15,15,16,14,12,11,0,4,28,27,32,9,42,58,5,55,20,13,6,1,100238161,26876672,21540501,23234547,17590118,19093392,18779603,14997334,11879338,0,7344280,35664968,30798387,44593318,8713880,48539061,76619373,7665144,59131212,24452914,22861393,10130894,916878,15585,4296,3412,3194,2947,3158,2874,2173,2123,0,1544,6342,4987,5563,1445,8017,11592,1548,11251,3403,2223,1023,161,7
2015,1,A,골목상권,1000298,정릉로27길,CS100010,커피-음료,28404093,4630,72,28,15,17,13,14,14,14,13,0,17,32,23,26,4,46,54,0,12,31,34,15,8,19965200,8438893,3911462,4053880,3872910,4288895,3838053,4031698,4407195,0,4426559,9491444,6169193,7030387,1286510,10811579,12532911,0,2501371,6381498,8009353,4811562,1640705,3337,1293,677,775,599,669,617,660,633,0,801,1469,1048,1145,167,1770,2095,0,458,1206,1320,581,300,1
2015,1,A,골목상권,1000494,와우산로29가길,CS100010,커피-음료,1188823575,125465,62,39,11,13,11,12,14,23,15,2,4,13,30,37,14,38,63,3,54,26,10,6,1,729029045,459794530,134387026,148898991,132877712,145281179,167584137,260304432,199490098,40814849,40747693,129326273,291043413,445404001,241487346,402214744,691708085,29167414,596105087,281398352,110838298,65581967,10831717,82726,42739,16722,16966,15039,16169,17830,24272,18467,4475,8529,17980,31316,42179,20986,48845,71786,4344,62858,30807,13757,7811,1060,21
2015,1,A,골목상권,1000292,인촌로24길,CS100010,커피-음료,1830571119,259646,72,28,15,15,14,13,15,15,13,3,6,22,23,33,14,49,51,3,60,20,8,9,1,1293774082,536797037,254163633,269068985,241037868,254201952,275301644,272992434,263804603,145311801,102914261,378668114,338117898,506241007,359318038,856106156,854621167,56934648,970300718,378546837,151916786,129450182,23578152,185158,74488,37805,38499,35392,36017,37445,36968,37520,16070,21245,55752,51750,72033,42796,122761,126650,8834,147235,50381,20317,19672,2977,21
2015,1,A,골목상권,1000304,종암로5길,CS100010,커피-음료,154931762,16449,78,22,13,17,19,15,15,14,8,15,9,33,17,15,13,52,48,0,29,42,18,11,1,122704652,32227110,19288784,33122976,26767671,18436094,25089127,17486795,14740315,23202710,7487811,49175761,24736602,29767491,20561387,75049647,65736508,700190,43530766,37275079,29848700,28624537,806886,12096,4353,2318,2586,2451,2289,2452,2240,2113,508,1226,5536,3654,4193,1332,7307,8519,75,6928,4506,2466,1731,123,4
2015,1,D,발달상권,1001251,서울 강북구 미아삼거리역_1,CS100010,커피-음료,899369112,128208,64,36,12,12,12,13,15,19,17,1,9,14,22,35,19,36,64,3,46,28,16,7,2,562722972,336646140,98552357,102384408,109940798,112671387,139174022,178998362,157647778,28072883,74468928,137413699,214270939,287051891,158090772,340470040,536477591,17818415,340390137,269572804,150770800,74363740,24031733,81700,46508,14734,15248,15813,16360,19545,24715,21793,1491,17602,21172,30001,39600,18342,44781,81116,2677,50072,39793,21273,9124,2958,14
2015,1,A,골목상권,1000305,지봉로20길,CS100010,커피-음료,83195861,13079,69,31,14,14,13,14,15,16,16,0,13,25,23,27,13,39,61,2,42,34,13,7,2,58827473,24368388,11574303,11369511,11173730,11865331,12844598,12289617,12078771,0,11170033,21759647,18123207,21149324,10993650,28834850,44568112,1458172,30046918,24076881,9974808,6273879,1572308,8981,4098,1809,1770,1700,1789,1913,2047,2051,0,1673,3251,2976,3443,1736,4685,7360,256,5063,4042,1561,879,250,2
2015,1,A,골목상권,1000315,노해로17길,CS100010,커피-음료,15408823,2223,72,29,19,12,16,14,10,17,12,0,3,21,34,38,5,38,62,18,30,24,21,5,2,9664368,5744455,3266203,1105241,1711773,1779943,1801208,2404486,3339969,0,227289,4307541,4128470,5715016,1030507,5032168,10376655,197676,4541599,5727115,3562137,938355,441941,1318,905,302,190,269,240,317,418,487,0,49,603,626,740,205,816,1407,55,778,692,507,135,56,2
2015,1,A,골목상권,1000435,가재울로6길,CS100010,커피-음료,32818775,4193,67,33,14,14,13,14,13,16,17,0,5,26,36,28,6,51,50,0,28,37,22,10,4,21646775,11172000,5185218,4300109,3410711,4266363,4484374,4958749,6213251,0,855485,9013198,12190719,8558583,2200790,15977129,14002880,83916,8892713,8343459,7604489,3917888,1137542,2767,1426,576,592,500,583,516,685,741,0,188,1051,1508,1160,286,1999,1875,8,1186,1292,805,424,158,4
2015,1,A,골목상권,1000812,봉천로33길,CS100010,커피-음료,13929556,2356,63,37,12,12,12,14,14,20,17,0,12,27,24,29,7,42,59,1,36,41,14,7,2,8800988,5128568,1565967,1645113,1594408,2149873,1845627,2773634,2354934,0,1327242,3814347,3229700,4367268,1190999,5545585,7412341,149669,4459613,4757190,2224685,1066225,300546,1481,875,275,284,275,324,323,469,406,0,300,646,566,679,165,915,1297,24,793,890,305,156,44,2
2015,1,A,골목상권,1000938,학동로6길,CS100010,커피-음료,110522422,13032,79,21,15,14,14,18,19,12,9,4,5,20,27,34,11,34,66,1,31,43,16,7,2,85300333,25222089,16621745,17719308,15956743,15079262,19923275,14648144,10573945,8306896,5347251,17635562,28075397,39067281,12090035,34263613,66309117,1268970,33212835,41140180,12269660,11302118,1378968,10218,2814,2090,2156,1820,2051,2101,1734,1080,793,604,2285,3540,4517,1293,4235,7817,171,4021,5239,1757,669,194,4
2015,1,D,발달상권,1001238,서울 동대문구 청량리역,CS100010,커피-음료,2502845853,342881,74,26,14,16,13,14,17,13,13,0,12,29,28,23,7,39,61,2,33,27,16,11,11,1493812560,1009033293,256317661,290228192,274734801,308658289,363873617,525985880,483047413,3267595,154303763,516482971,792122344,839563532,197105648,843123474,1514050875,47475934,940639388,714751035,357723950,205672019,90912027,208428,134453,36830,40955,39064,41817,49762,69812,64641,356,32518,69279,104637,111043,25048,111477,216150,7670,137642,97270,47701,26696,10651,22
2015,1,R,전통시장,1001324,전곡시장,CS100010,커피-음료,101588560,17910,67,33,13,13,13,14,14,16,18,0,9,23,25,29,14,37,63,4,41,29,15,8,3,67942679,33645881,13718126,12695805,12920709,14748229,13859810,15915145,17730736,0,7855591,23299231,24804343,29546907,16082488,36716791,59497257,3985994,36656680,26950010,16892424,8713914,3015027,11963,5947,2359,2328,2260,2548,2468,2786,3161,0,1612,4104,4386,5255,2553,6444,10896,739,7123,4941,2664,1370,503,2
2015,1,R,전통시장,1001320,전농로터리시장,CS100010,커피-음료,32796526,4887,72,28,13,14,14,15,16,13,15,0,9,20,29,29,13,29,71,9,38,24,18,10,2,23369235,9427291,4209441,3827721,4541967,5855398,4934708,4375227,5052064,0,2615319,8169207,9093971,9038306,3879723,7916654,21439601,2185625,10052539,7625710,5776755,3097903,617722,3521,1366,631,665,691,748,786,648,718,0,436,995,1416,1425,615,1327,3251,403,1735,1115,802,445,77,1
2015,1,A,골목상권,1000425,증산로21길,CS100010,커피-음료,74081280,13661,83,17,17,16,15,20,15,9,8,0,10,32,32,23,3,30,70,1,18,39,27,12,3,67739125,6342155,14600299,14512969,11856941,15594713,11174203,2986294,3355861,0,5939202,27872121,25819506,13228100,1222351,21464938,51082143,615566,10681089,28706074,25167530,5218789,2158034,12755,906,2716,2522,2371,3078,2068,477,429,0,1352,5250,4807,2088,164,3734,9835,83,1781,5171,4890,1163,482,4
2015,1,A,골목상권,1000551,화곡로4길,CS100010,커피-음료,97363247,16273,73,27,14,15,14,14,15,15,12,0,13,30,27,23,7,40,60,4,24,28,23,15,6,66018763,31344484,12864554,12986317,11726199,14069756,14371937,15331367,16013117,25995,11331555,25508379,24500055,24685800,11311463,38709979,54257562,3033948,27404766,27870930,19234197,10158603,5265095,11005,5268,2131,2213,2029,2272,2360,2595,2673,4,2148,4233,4148,4013,1727,6378,9347,556,4980,4594,3051,1797,743,3
2015,1,A,골목상권,1000582,까치산로4길,CS100010,커피-음료,40755423,6110,71,29,15,14,13,15,14,17,12,0,5,29,36,25,6,41,59,1,17,47,28,5,2,28915929,11839494,5297516,6290509,4707074,6332062,6288768,7210072,4629422,0,2128174,11643369,14297515,10131638,2554727,16659765,23453483,395649,6412702,19281351,11264527,1930191,828827,4264,1846,864,883,708,919,890,1073,773,0,352,1700,2115,1551,392,2444,3582,79,1138,2759,1648,309,93,2
2015,1,A,골목상권,1000040,삼일대로4길,CS100010,커피-음료,495444936,58347,87,13,18,19,15,16,19,5,9,0,25,45,18,11,1,44,56,0,24,33,26,12,5,422257848,73187088,83675533,88956456,76751497,81690618,91183744,27220254,45966834,0,98154535,203775608,103766277,79720344,10028172,170952305,177510352,981673,67125324,126907016,85749852,42597488,25101301,49522,8825,10151,10742,9431,9039,10159,3098,5727,0,14981,23702,11478,7294,892,22695,25365,143,10073,17800,12168,5264,2610,10
2015,1,A,골목상권,1000569,곰달래로25길,CS100010,커피-음료,69777473,11508,69,32,14,14,12,13,16,16,16,0,11,24,27,29,10,38,62,3,33,38,18,6,2,47142116,22635357,9377726,9506216,8114073,9550515,10593586,11054641,11580716,0,6331899,16929785,18832187,20316912,7366690,26789493,40739706,1781587,21173436,24170076,12781299,4609458,3013343,7891,3617,1608,1602,1380,1519,1782,1819,1798,0,1254,2757,3096,3248,1153,4265,7017,312,3756,4265,2020,691,238,4
2015,1,A,골목상권,1000597,양천로73가길,CS100010,커피-음료,146409615,15640,76,24,15,16,15,15,15,17,7,1,4,25,29,28,14,45,55,1,21,35,30,11,2,100230710,46178905,18044441,20341639,18790492,19814483,23239655,30618913,15559992,3951788,2922333,23252086,29088677,49431300,37763431,62291128,57660304,678251,22966527,38189055,38415061,16509792,3192746,11313,4327,2210,2291,2149,2122,2541,2980,1347,288,417,3008,3793,4963,3171,6654,6876,110,3422,4327,3787,1565,322,5
2015,1,D,발달상권,1001159,서울 강동구 천호역,CS100010,커피-음료,512781429,74660,71,30,14,15,13,13,15,16,13,0,11,25,27,27,10,35,65,2,41,30,15,10,3,334267844,178513585,61026018,65033151,63442487,61133688,83632500,96811235,81702350,0,33863973,97790551,137622288,170101106,73403511,182628671,302001482,7518421,213253212,165513076,52184930,32818862,13341654,49627,25033,9683,10156,9266,9485,11037,13606,11427,0,6577,15298,20403,23921,8461,25073,45898,1298,33309,22043,7667,4889,1769,7
